COMB Title,NumberOfConsoles,GCN,XBX,PS2,Brand,License,Publisher,Developer,NPD Super Genre,NPD Sub Genre,Launch,Launch Year,Launch Month,ESRB,Online,Vivendi,Peer group,Violent genre
POKEMON CHANNEL,1,1,0,0,POKEMON,POKEMON,NINTENDO OF AMERICA,AMBRELLA,CHILDREN'S ,CHILDREN'S GAMES,01-Dec-03,2003,12,E,NO,No,No,Non violent
POKEMON COLOSSEUM,1,1,0,0,POKEMON,POKEMON,NINTENDO OF AMERICA,GENIUS SONORITY,STRATEGY,OTHER STRATEGY,01-Mar-04,2004,3,E,NO,No,No,Non violent
POLAR EXPRESS,2,1,0,1,,OTHER,THQ ,BLUE TONGUE ENTERTAINMENT,ADVENTURE,GENERAL ADVENTURE,01-Nov-04,2004,11,E,NO,No,Yes,Non violent
POOL PARADISE,2,1,0,1,,,IGNITION ,AWESOME STUDIOS,SPORTS,BILLIARDS/POOL,01-Jun-04,2004,6,E,NO,No,No,Non violent
PORTAL RUNNER,1,0,0,1,,,THE 3DO COMPANY,THE 3DO COMPANY,ACTION,GENERAL ACTION,01-Sep-01,2001,9,E,NO,No,No,Violent
POWER PUFF GIRLS: RELISH RAMPAGE,2,1,0,1,POWERPUFF GIRLS,POWERPUFF GIRLS,BAM! ,VIS INTERACTIVE,CHILDREN'S ,CHILDREN'S GAMES,01-Nov-02,2002,11,E,NO,No,No,Non violent
POWER RANGERS: DINO THUNDER,2,1,0,1,POWER RANGERS,POWER RANGERS,THQ ,PACIFIC COAST POWER AND LIGHT,ACTION,GENERAL ACTION,01-Sep-04,2004,9,E,NO,No,Yes,Violent
POWERDROME,2,0,1,1,,,MUD DUCK PRODUCTIONS,ARGONAUT SOFTWARE,RACING,ACTION ORIENTED RACING,01-Jun-04,2004,6,T,NO,No,No,Non violent
PREVIEW DISC,1,1,0,0,,,NINTENDO OF AMERICA,,OTHER GAMES,OTHER GAMES,01-May-03,2003,5,T,NO,No,No,Non violent
PRIDE FIGHTING CHAMP,1,0,0,1,,,THQ ,ANCHOR,FIGHTING,FIGHT/HEAD TO HEAD,01-Feb-03,2003,2,M,NO,No,Yes,Violent
PRIMAL,1,0,0,1,,,SONY ,SCEE CAMBRIDGE STUDIOS,ACTION,GENERAL ACTION,01-Mar-03,2003,3,M,NO,No,Yes,Violent
PRINCE OF PERSIA: THE SANDS OF T,3,1,1,1,PRINCE OF PERSIA,,UBISOFT,UBISOFT ENTERTAINMENT,ACTION,GENERAL ACTION,01-Nov-03,2003,11,T,NO,No,Yes,Violent
PRINCE OF PERSIA: WARRIOR WITHIN,3,1,1,1,PRINCE OF PERSIA,,UBISOFT,UBISOFT ENTERTAINMENT,ACTION,GENERAL ACTION,01-Dec-04,2004,12,M,NO,No,Yes,Violent
PRISONER OF WAR,1,0,1,0,,,CODEMASTERS,WIDE GAMES,ADVENTURE,GENERAL ADVENTURE,01-Aug-02,2002,8,T,NO,No,No,Non violent
PRO CAST SPORTS FISH,1,0,1,0,,,CAPCOM USA,CAPCOM,SPORTS,FISHING,01-Aug-03,2003,8,E,NO,No,No,Non violent
PRO FISHING CHALLENGE,1,0,1,0,,,ATLUS,OPUS,SPORTS,FISHING,01-Sep-04,2004,9,E,YES,No,No,Non violent
PRO RACE DRIVER,2,0,1,1,PRO RACE DRIVER,PRO RACING ALL OTHER,CODEMASTERS,JUICE STUDIO,RACING,SPORTS ORIENTED RACING,01-Dec-02,2002,4,T,NO,No,No,Non violent
PRO RALLY 2002,1,1,0,0,PRO RALLY,,UBISOFT,UBISOFT ENTERTAINMENT,RACING,SPORTS ORIENTED RACING,01-Oct-02,2002,10,E,NO,No,Yes,Non violent
PROJECT EDEN,1,0,0,1,,,EIDOS INTERACTIVE ,CORE DESIGN,SHOOTER,SQUAD BASED COMBAT,01-Oct-01,2001,10,T,NO,No,No,Violent
PROJECT GOTHAM 2,1,0,1,0,PROJECT GOTHAM RACING,,MICROSOFT ,BIZARRE CREATIONS,RACING,ACTION ORIENTED RACING,01-Nov-03,2003,11,E,YES,No,No,Non violent
PROJECT GOTHAM RACING,1,0,1,0,PROJECT GOTHAM RACING,,MICROSOFT ,BIZARRE CREATIONS,RACING,ACTION ORIENTED RACING,01-Nov-01,2001,11,E,NO,No,No,Non violent
PRYZM: DARK UNICORN,1,0,0,1,,,TAKE 2 INTERACTIVE ,DIGITAL ILLUSIONS,ACTION,GENERAL ACTION,01-Jun-02,2002,6,T,NO,No,No,Violent
PSI OPS: THE MINDGATE CONSPIRACY,2,0,1,1,,,MIDWAY,MIDWAY HOME ENTERTAINMENT,ACTION,STEALTH ACTION,01-Jun-04,2004,6,M,NO,No,No,Violent
PULSE RACER,1,0,1,0,,,JALECO,JALECO ENTERTAINMENT,RACING,ACTION ORIENTED RACING,01-Dec-02,2002,12,E,NO,No,No,Non violent
PURE EVIL 2 PACK,1,1,0,0,RESIDENT EVIL,RESIDENT EVIL,CAPCOM USA,,ADVENTURE,SURVIVAL HORROR,01-Dec-04,2004,12,M,NO,No,No,Non violent
PURE PINBALL,1,0,1,0,,,XS GAMES,IRIDON INTERACTIVE,ARCADE,PINBALL,01-Aug-04,2004,8,E,NO,No,No,Non violent
PUYO POP FEVER,1,1,0,0,PUYO POP,,SEGA OF AMERICA,SONIC TEAM,FAMILY ,PUZZLE GAMES,01-Jul-04,2004,7,E,NO,No,No,Non violent
Q-BALL,1,0,0,1,,,TAKE 2 INTERACTIVE ,ASK COMPANY,SPORTS,BILLIARDS/POOL,01-Oct-00,2000,10,E,NO,No,No,Non violent
QUAKE III: REVOLUTION,1,0,0,1,QUAKE,,ELECTRONIC ARTS,BULLFROG PRODUCTIONS,SHOOTER,1ST PERSON SHOOTER,01-Mar-01,2001,3,M,NO,No,Yes,Violent
QUANTUM REDSHIFT,1,0,1,0,,,MICROSOFT ,CURLY MONSTERS,RACING,COMBAT ORIENTED RACING,01-Sep-02,2002,9,T,NO,No,No,Non violent
R: RACING EVOLUTION,3,1,1,1,,OTHER,NAMCO,NAMCO,RACING,ACTION ORIENTED RACING,01-Dec-03,2003,12,T,NO,No,No,Non violent
RALLISPORT CHALLENGE,1,0,1,0,RALLISPORT CHALLENGE,,MICROSOFT ,DIGITAL ILLUSIONS,RACING,ACTION ORIENTED RACING,01-Mar-02,2002,3,E,NO,No,No,Non violent
RALLISPORT CHALLENGE2,1,0,1,0,RALLISPORT CHALLENGE,,MICROSOFT ,DIGITAL ILLUSIONS,RACING,ACTION ORIENTED RACING,01-May-04,2004,5,E,YES,No,No,Non violent
RALLY CHAMPIONSHIP,1,1,0,0,,PRO RACING ALL OTHER,ENCORE,SCI,RACING,SPORTS ORIENTED RACING,01-Jul-03,2003,7,E,NO,No,No,Non violent
RALLY FUSION,2,0,1,1,,,ACTIVISION,CLIMAX GROUP,RACING,SPORTS ORIENTED RACING,01-Nov-02,2002,11,E,NO,No,No,Non violent
RAPALA PRO FISHING,2,0,1,1,,,ACTIVISION,FUN LABS,SPORTS,FISHING,01-Aug-04,2004,8,E,NO,No,No,Non violent
RATCHET & CLANK,1,0,0,1,RATCHET AND CLANK,,SONY ,INSOMNIAC GAMES,ACTION,PLATFORM/SCROLLING CHARACTER,01-Nov-02,2002,11,T,NO,No,Yes,Violent
RATCHET & CLANK: UP,1,0,0,1,RATCHET AND CLANK,,SONY ,INSOMNIAC GAMES,ACTION,PLATFORM/SCROLLING CHARACTER,01-Nov-04,2004,11,T,YES,No,Yes,Violent
RATCHET & CLANK:GOING,1,0,0,1,RATCHET AND CLANK,,SONY ,INSOMNIAC GAMES,ACTION,PLATFORM/SCROLLING CHARACTER,01-Nov-03,2003,11,T,NO,No,Yes,Violent
RAYMAN 2,1,0,0,1,RAYMAN,,UBISOFT,UBISOFT ENTERTAINMENT,ACTION,PLATFORM/SCROLLING CHARACTER,01-Jan-01,2001,1,E,NO,No,Yes,Violent
RAYMAN 3: HOODLUM HAVOC,3,1,1,1,RAYMAN,,UBISOFT,UBISOFT ENTERTAINMENT,ACTION,PLATFORM/SCROLLING CHARACTER,01-Mar-03,2003,3,E,NO,No,Yes,Violent
RAYMAN ARENA,3,1,1,1,RAYMAN,,UBISOFT,UBISOFT ENTERTAINMENT,ACTION,PLATFORM/SCROLLING CHARACTER,01-Sep-02,2002,9,E,NO,No,Yes,Violent
RC REVENGE PRO,1,0,0,1,,,ACCLAIM  ,ACCLAIM STUDIOS,RACING,ACTION ORIENTED RACING,01-Jan-01,2001,1,E,NO,No,No,Non violent
READY 2 RUMBLE BOXING 2,1,0,0,1,READY 2 RUMBLE,,MIDWAY,MIDWAY HOME ENTERTAINMENT,SPORTS,BOXING,01-Oct-00,2000,10,T,NO,No,No,Non violent
REAL POOL,1,0,0,1,REAL POOL,,ATARI,TAKARA,SPORTS,BILLIARDS/POOL,01-Nov-00,2000,11,E,NO,No,No,Non violent
RED DEAD REVOLVER,2,0,1,1,,,TAKE 2 INTERACTIVE ,ROCKSTAR GAMES,SHOOTER,OTHER SHOOTER,01-May-04,2004,5,M,NO,No,No,Violent
RED FACTION,1,0,0,1,RED FACTION,,THQ ,VOLITION,SHOOTER,1ST PERSON SHOOTER,01-May-01,2001,5,M,NO,No,Yes,Violent
RED FACTION II,3,1,1,1,RED FACTION,,THQ ,OUTRAGE GAMES,SHOOTER,1ST PERSON SHOOTER,01-Oct-02,2002,3,M,NO,No,Yes,Violent
REDCARD SOCCER 20-03,3,1,1,1,,WCS (WORLD CUP SOCCER),MIDWAY,MIDWAY HOME ENTERTAINMENT,SPORTS,SOCCER,01-Apr-02,2002,4,E,NO,No,No,Non violent
REEL FISHING III,1,0,0,1,REEL FISHING,,NATSUME,NATSUME,SPORTS,FISHING,01-Sep-03,2003,9,E,NO,No,No,Non violent
REIGN OF FIRE,3,1,1,1,,OTHER,BAM! ,BAM! STUDIOS,ACTION,GENERAL ACTION,01-Oct-02,2002,10,M,NO,No,No,Violent
RESIDENT EVIL,1,1,0,0,RESIDENT EVIL,RESIDENT EVIL,CAPCOM USA,CAPCOM,ADVENTURE,SURVIVAL HORROR,01-Apr-02,2002,4,M,NO,No,No,Non violent
RESIDENT EVIL 2,1,1,0,0,RESIDENT EVIL,RESIDENT EVIL,CAPCOM USA,CAPCOM,ADVENTURE,SURVIVAL HORROR,01-Jan-03,2003,1,M,NO,No,No,Non violent
RESIDENT EVIL 3: NEMESIS,1,1,0,0,RESIDENT EVIL,RESIDENT EVIL,CAPCOM USA,CAPCOM,ADVENTURE,SURVIVAL HORROR,01-Jan-03,2003,1,M,NO,No,No,Non violent
RESIDENT EVIL CODE VERONICA: X,2,1,0,1,RESIDENT EVIL,RESIDENT EVIL,CAPCOM USA,CAPCOM,ADVENTURE,SURVIVAL HORROR,01-Aug-01,2001,8,M,NO,No,No,Non violent
RESIDENT EVIL ZERO,1,1,0,0,RESIDENT EVIL,RESIDENT EVIL,CAPCOM USA,CAPCOM,ADVENTURE,SURVIVAL HORROR,01-Nov-02,2002,11,M,NO,No,No,Non violent
RESIDENT EVIL: AIM,1,0,0,1,RESIDENT EVIL,RESIDENT EVIL,CAPCOM USA,CAPCOM,SHOOTER,OTHER SHOOTER,01-Jun-03,2003,6,M,NO,No,No,Violent
RESIDENT EVIL: OUTBRK,1,0,0,1,RESIDENT EVIL,RESIDENT EVIL,CAPCOM USA,CAPCOM,ADVENTURE,SURVIVAL HORROR,01-Mar-04,2004,3,M,YES,No,No,Non violent
REZ,1,0,0,1,,,SEGA OF AMERICA,UNITED GAME ARTISTS,ACTION,GENERAL ACTION,01-Jan-02,2002,1,E,NO,No,No,Violent
RIBBIT KING,2,1,0,1,,,BANDAI ,BANDAI,CHILDREN'S ,CHILDREN'S GAMES,01-Jun-04,2004,6,E,NO,No,No,Non violent
RIDGE RACER TYPE V,1,0,0,1,RIDGE RACER,,NAMCO,NAMCO,RACING,ACTION ORIENTED RACING,01-Oct-00,2000,10,E,NO,No,No,Non violent
RING OF RED,1,0,0,1,,,KONAMI DIGITAL ENT.,KCE STUDIOS,STRATEGY,REAL-TIME STRATEGY,01-Mar-01,2001,3,T,NO,No,No,Non violent
RISK: GLOBAL DOMINATN,1,0,0,1,RISK,RISK,ATARI,CYBERLORE STUDIOS,FAMILY ,TRADITIONAL BOARD GAMES,01-Nov-03,2003,11,T,YES,No,No,Non violent
ROAD TRIP,1,0,0,1,ROAD TRIP,,CONSPIRACY,TAKARA,RACING,ACTION ORIENTED RACING,01-Oct-02,2002,10,E,NO,No,No,Non violent
ROAD TRIP:ARCADE EDTN,1,1,0,0,ROAD TRIP,,CONSPIRACY,TAKARA,RACING,ACTION ORIENTED RACING,01-Mar-04,2004,3,E,NO,No,No,Non violent
ROADKILL,3,1,1,1,,,MIDWAY,TERMINAL REALITY,RACING,COMBAT ORIENTED RACING,01-Oct-03,2003,10,M,NO,No,No,Non violent
ROBIN HOOD: DEFENDER OF THE CROW,2,0,1,1,ROBIN HOOD,ROBIN HOOD,CAPCOM USA,CINEMAWARE,RPG,RPG,01-Sep-03,2003,9,T,NO,No,No,Non violent
ROBOCOP,1,0,1,0,ROBOCOP,ROBOCOP,TITUS INTERACTIVE,TITUS SOFTWARE,SHOOTER,1ST PERSON SHOOTER,01-Jul-03,2003,7,M,NO,No,No,Violent
ROBOT ALCHEMIC DRIVE,1,0,0,1,,,SQUARE ENIX INC ,SANDLOT,SHOOTER,MECHANIZED SHOOTER,01-Nov-02,2002,11,T,NO,No,No,Violent
ROBOTECH,3,1,1,1,ROBOTECH,,TAKE 2 INTERACTIVE ,VICIOUS CYCLE SOFTWARE,SHOOTER,MECHANIZED SHOOTER,01-Sep-02,2002,9,T,NO,No,No,Violent
ROBOTECH: BATTLECRY,3,1,1,1,ROBOTECH,,TAKE 2 INTERACTIVE ,VICIOUS CYCLE SOFTWARE,SHOOTER,MECHANIZED SHOOTER,01-Sep-02,2002,9,T,NO,No,No,Violent
ROBOTECH: INVASION,2,0,1,1,ROBOTECH,,TAKE 2 INTERACTIVE ,VICIOUS CYCLE SOFTWARE,SHOOTER,1ST PERSON SHOOTER,01-Oct-04,2004,10,T,YES,No,No,Violent
ROCKET POWER: BEACH BANDITS,2,1,0,1,ROCKET POWER,ROCKET POWER,THQ ,EVOLUTION GAMES,SPORTS,EXTREME SPORTS,01-Sep-02,2002,9,E,NO,No,Yes,Non violent
ROCKY,3,1,1,1,ROCKY,ROCKY,UBISOFT,RAGE NEWCASTLE,SPORTS,BOXING,01-Nov-02,2002,11,T,NO,No,Yes,Non violent
ROCKY: LEGENDS,2,0,1,1,ROCKY,ROCKY,UBISOFT,VENOM GAMES,SPORTS,BOXING,01-Sep-04,2004,9,T,NO,No,Yes,Non violent
ROGUE OPS,3,1,1,1,,,KEMCO AMERICA,BITS STUDIOS,ACTION,GENERAL ACTION,01-Oct-03,2003,10,M,NO,No,No,Violent
ROLLER COASTER TYCOON,1,0,1,0,ROLLER COASTER TYCOON,,ATARI,FRONTIER DEVELOPMENTS,STRATEGY,LIFE SIMULATIONS,01-Mar-03,2003,3,E,NO,No,No,Non violent
ROMANCE 3 KINGDM VIII,1,0,0,1,ROMANCE OF THE THREE KINGDOMS,,KOEI,KOEI,STRATEGY,OTHER STRATEGY,01-Aug-03,2003,8,E,NO,No,No,Non violent
ROMANCE 3 KINGDOM VII,1,0,0,1,ROMANCE OF THE THREE KINGDOMS,,KOEI,KOEI,STRATEGY,OTHER STRATEGY,01-Jun-02,2002,6,E,NO,No,No,Non violent
ROMANCE 3 KINGDOMS IX,1,0,0,1,ROMANCE OF THE THREE KINGDOMS,,KOEI,KOEI,STRATEGY,OTHER STRATEGY,01-Feb-04,2004,2,E,NO,No,No,Non violent
ROOM ZOOM:RACE IMPACT,1,0,1,0,,,JALECO,BLADE INTERACTIVE STUDIOS,RACING,ACTION ORIENTED RACING,01-Jul-04,2004,7,E,YES,No,No,Non violent
RPG MAKER II,1,0,0,1,RPG MAKER,,AGETEC,ENTERBRAIN,RPG,RPG,01-Oct-03,2003,10,E,NO,No,No,Non violent
RS: RIDING SPIRITS,1,0,0,1,,,BAM! ,SPIKE,RACING,SPORTS ORIENTED RACING,01-Sep-02,2002,9,E,NO,No,No,Non violent
RTX RED ROCK,1,0,0,1,,,LUCASARTS,LUCASARTS,ACTION,GENERAL ACTION,01-Jun-03,2003,6,T,NO,No,Yes,Violent
R-TYPE FINAL,1,0,0,1,R-TYPE,,EIDOS INTERACTIVE ,IREM SOFTWARE ENGINEERING,SHOOTER,OTHER SHOOTER,01-Feb-04,2004,2,E,NO,No,No,Violent
RUGBY,1,0,0,1,RUGBY,,ELECTRONIC ARTS,,SPORTS,MULTIPLE/OTHER SPORTS,01-Jul-01,2001,7,E,NO,No,Yes,Non violent
RUGBY 2004,1,0,0,1,RUGBY,,ELECTRONIC ARTS,HB STUDIOS,SPORTS,FOOTBALL,01-Sep-03,2003,9,E,NO,No,Yes,Non violent
RUGRATS ROYAL RANSOM,2,1,0,1,RUGRATS,RUGRATS,THQ ,AVALANCHE SOFTWARE,CHILDREN'S ,CHILDREN'S GAMES,01-Nov-02,2002,11,E,NO,No,Yes,Non violent
RUMBLE RACING,1,0,0,1,,,ELECTRONIC ARTS,ELECTRONIC ARTS,RACING,ACTION ORIENTED RACING,01-Apr-01,2001,4,E,NO,No,Yes,Non violent
RUMBLE ROSES,1,0,0,1,,,KONAMI DIGITAL ENT.,KONAMI,FIGHTING,WRESTLING,01-Nov-04,2004,11,M,NO,No,No,Violent
RUN LIKE HELL,2,0,1,1,,,INTERPLAY PRODUCTIONS,DIGITAL MAYHEM,ADVENTURE,SURVIVAL HORROR,01-Sep-02,2002,4,M,NO,No,No,Non violent
RUNE: VIKING WARLORD,1,0,0,1,RUNE,,TAKE 2 INTERACTIVE ,HUMAN HEAD STUDIOS,ACTION,GENERAL ACTION,01-Jul-01,2001,7,M,NO,No,No,Violent
RYGAR:LEGENDARY ADVNT,1,0,0,1,RYGAR,,TECMO,TECMO,ACTION,GENERAL ACTION,01-Nov-02,2002,11,T,NO,No,No,Violent
SALT LAKE 2002,1,0,0,1,,OLYMPICS,EIDOS INTERACTIVE ,ATTENTION TO DETAIL,SPORTS,MULTIPLE/OTHER SPORTS,01-Jan-02,2002,1,E,NO,No,No,Non violent
SAMURAI JACK: SHADOW OF AKU,2,1,0,1,SAMURAI JACK,OTHER,SEGA OF AMERICA,AMAZE ENTERTAINMENT,ACTION,GENERAL ACTION,01-Mar-04,2004,3,T,NO,No,No,Violent
SAMURAI WAR: XTREME,1,0,0,1,SAMURAI WARRIORS,,KOEI,OMEGA FORCE,ACTION,GENERAL ACTION,01-Nov-04,2004,11,T,NO,No,No,Violent
SAMURAI WARRIORS,2,0,1,1,SAMURAI WARRIORS,,KOEI,OMEGA FORCE,ACTION,GENERAL ACTION,01-May-04,2004,5,T,NO,No,No,Violent
SATURDAY NIGHT SPEEDWAY,1,0,0,1,,,ATARI,RATBAG GAMES,RACING,ACTION ORIENTED RACING,01-Mar-04,2004,3,E,NO,No,No,Non violent
SAVAGE SKIES,1,0,0,1,,,BAM! ,IROCK INTERACTIVE,ACTION,GENERAL ACTION,01-Mar-02,2002,3,M,NO,No,No,Violent
SCALER,3,1,1,1,,,TAKE 2 INTERACTIVE ,ARTIFICIAL MIND AND MOVEMENT,ACTION,PLATFORM/SCROLLING CHARACTER,01-Oct-04,2004,10,E,NO,No,No,Violent
SCOOBY DOO: NIGHT OF 100 FRIGHTS,3,1,1,1,SCOOBY DOO,SCOOBY DOO,THQ ,HEAVY IRON STUDIOS,ACTION,GENERAL ACTION,01-May-02,2002,5,E,NO,No,Yes,Violent
SCOOBY-DOO MYSTERY MAYHEM,3,1,1,1,SCOOBY DOO,SCOOBY DOO,THQ ,ARTIFICIAL MIND AND MOVEMENT,ACTION,GENERAL ACTION,01-Mar-04,2004,3,E,NO,No,Yes,Violent
SCORPION KING: RISE OF THE AKKAD,2,1,0,1,SCORPION KING,OTHER,VIVENDI UNIVERSAL ,POINT OF VIEW,ACTION,GENERAL ACTION,01-Sep-02,2002,9,T,NO,Vivendi,Yes,Violent
SD GUNDAM: SHOWDOWN,1,0,0,1,GUNDAM,GUNDAM,BANDAI ,BANDAI,FIGHTING,FIGHT/HEAD TO HEAD,01-Oct-04,2004,10,E,NO,No,No,Violent
SEABLADE,1,0,1,0,,,SIMON & SCHUSTER,VISION SCAPE INTERACTIVE,SHOOTER,MECHANIZED SHOOTER,01-Nov-02,2002,11,T,NO,No,No,Violent
SECOND SIGHT,3,1,1,1,,,CODEMASTERS,FREE RADICAL DESIGN,ACTION,STEALTH ACTION,01-Sep-04,2004,9,T,NO,No,No,Violent
SECRET WEAPONS OVER NORMANDY,2,0,1,1,SECRET WEAPONS,,LUCASARTS,TOTALLY GAMES,FLIGHT,AIR COMBAT SIMULATIONS,01-Nov-03,2003,11,T,NO,No,Yes,Non violent
SEEK & DESTROY,1,0,0,1,,,CONSPIRACY,TAKARA,SHOOTER,MECHANIZED SHOOTER,01-Dec-02,2002,12,T,NO,No,No,Violent
SEGA GT 2002,1,0,1,0,SEGA GT,,SEGA OF AMERICA,WOW ENTERTAINMENT,RACING,ACTION ORIENTED RACING,01-Sep-02,2002,9,E,NO,No,No,Non violent
SEGA GT ONLINE,1,0,1,0,SEGA GT,,SEGA OF AMERICA,WOW ENTERTAINMENT,RACING,ACTION ORIENTED RACING,01-Jan-04,2004,1,T,YES,No,No,Non violent
SEGA SUPERSTARS,1,0,0,1,,OTHER,SEGA OF AMERICA,SONIC TEAM,FAMILY ,PARTY GAMES,01-Nov-04,2004,11,T,NO,No,No,Non violent
SERIOUS SAM,1,0,1,0,SERIOUS SAM,,TAKE 2 INTERACTIVE ,CROTEAM,SHOOTER,1ST PERSON SHOOTER,01-Nov-02,2002,11,M,NO,No,No,Violent
SERIOUS SAM THE NEXT ENCOUNTER,2,1,0,1,SERIOUS SAM,,TAKE 2 INTERACTIVE ,CLIMAX GROUP,SHOOTER,1ST PERSON SHOOTER,01-Apr-04,2004,4,M,NO,No,No,Violent
SEVEN SAMURAI 20XX,1,0,0,1,,OTHER,SAMMY STUDIOS,DIMPS,ACTION,GENERAL ACTION,01-Mar-04,2004,3,T,NO,No,No,Violent
SHADOW HEARTS,1,0,0,1,SHADOW HEARTS,,MIDWAY,FOREST ENTERTAINMENT,RPG,RPG,01-Dec-01,2001,12,M,NO,No,No,Non violent
SHADOW HEARTS:COVNANT,1,0,0,1,SHADOW HEARTS,,MIDWAY,ARUZE,RPG,RPG,01-Sep-04,2004,9,T,NO,No,No,Non violent
SHADOW MAN 2: SECOND,1,0,0,1,SHADOW MAN,,ACCLAIM  ,ACCLAIM STUDIOS,ADVENTURE,GENERAL ADVENTURE,01-Mar-02,2002,3,M,NO,No,No,Non violent
SHADOW OF DESTINY,1,0,0,1,,,KONAMI DIGITAL ENT.,KONAMI,ADVENTURE,GENERAL ADVENTURE,01-Mar-01,2001,3,T,NO,No,No,Non violent
SHADOW OPS: RED MERCURY,1,0,1,0,,,ATARI,ZOMBIE STUDIOS,SHOOTER,1ST PERSON SHOOTER,01-Jun-04,2004,6,T,YES,No,No,Violent
SHAMAN KING: POWER,1,0,0,1,SHAMAN KING,,KONAMI DIGITAL ENT.,KONAMI,FIGHTING,FIGHT/HEAD TO HEAD,01-Nov-04,2004,11,T,NO,No,No,Violent
SHARK TALE,3,1,1,1,SHARK TALE,OTHER,ACTIVISION,EDGE OF REALITY,ACTION,GENERAL ACTION,01-Sep-04,2004,9,E,NO,No,No,Violent
SHAUN PALMER SNOWBOARDER,1,0,0,1,,,ACTIVISION,DEAR SOFT,SPORTS,EXTREME SPORTS,01-Nov-01,2001,11,E,NO,No,No,Non violent
SHELLSHOCK: NAM '67,2,0,1,1,,,EIDOS INTERACTIVE ,GUERRILLA,ACTION,GENERAL ACTION,01-Sep-04,2004,9,M,NO,No,No,Violent
SHENMUE 2,1,0,1,0,SHENMUE,,MICROSOFT ,,ADVENTURE,GENERAL ADVENTURE,01-Oct-02,2002,10,T,NO,No,No,Non violent
SHIFTERS,1,0,0,1,,,THE 3DO COMPANY,THE 3DO COMPANY,ACTION,GENERAL ACTION,01-Jun-02,2002,6,T,NO,No,No,Violent
SHIN MEGAMI: NOCTURNE,1,0,0,1,SHIN MEGAMI TENSEI,,ATLUS,,RPG,RPG,01-Oct-04,2004,10,M,NO,No,No,Non violent
SHINOBI,1,0,0,1,SHINOBI,,SEGA OF AMERICA,OVERWORKS,ACTION,GENERAL ACTION,01-Nov-02,2002,11,M,NO,No,No,Violent
SHOWDOWN: LEGENDS OF WRESTLING,2,0,1,1,LEGENDS OF WRESTLING,,ACCLAIM  ,ACCLAIM STUDIOS,FIGHTING,WRESTLING,01-Jun-04,2004,6,T,NO,No,No,Violent
SHOX,1,0,0,1,,,ELECTRONIC ARTS,ELECTRONIC ARTS,RACING,SPORTS ORIENTED RACING,01-Nov-02,2002,11,E,NO,No,Yes,Non violent
SHREK,1,0,1,0,SHREK,SHREK,TAKE 2 INTERACTIVE ,DIGITAL ILLUSIONS,ACTION,PLATFORM/SCROLLING CHARACTER,01-Nov-01,2001,11,T,NO,No,No,Violent
SHREK 2,3,1,1,1,SHREK,SHREK,ACTIVISION,LUXOFLUX,ACTION,PLATFORM/SCROLLING CHARACTER,01-May-04,2004,5,E,NO,No,No,Violent
SHREK EXTRA LARGE,1,1,0,0,SHREK,SHREK,TAKE 2 INTERACTIVE ,DIGITAL ILLUSIONS,ACTION,PLATFORM/SCROLLING CHARACTER,01-Oct-02,2002,10,T,NO,No,No,Violent
SHREK SUPER PARTY,3,1,1,1,SHREK,SHREK,TAKE 2 INTERACTIVE ,MASS MEDIA,FAMILY ,PARTY GAMES,01-Nov-02,2002,5,E,NO,No,No,Non violent
SILENT HILL 2,2,0,1,1,SILENT HILL,,KONAMI DIGITAL ENT.,KONAMI,ADVENTURE,SURVIVAL HORROR,01-Sep-01,2001,9,M,NO,No,No,Non violent
SILENT HILL 3,1,0,0,1,SILENT HILL,,KONAMI DIGITAL ENT.,KONAMI,ADVENTURE,SURVIVAL HORROR,01-Aug-03,2003,8,M,NO,No,No,Non violent
SILENT HILL 4: THE ROOM,2,0,1,1,SILENT HILL,,KONAMI DIGITAL ENT.,KONAMI,ADVENTURE,SURVIVAL HORROR,01-Sep-04,2004,9,M,NO,No,No,Non violent
SILENT LINE AMORED,1,0,0,1,,,AGETEC,FROMSOFTWARE,SHOOTER,MECHANIZED SHOOTER,01-Jul-03,2003,7,T,NO,No,No,Violent
SILENT SCOPE,1,0,0,1,SILENT SCOPE,,KONAMI DIGITAL ENT.,KONAMI,SHOOTER,1ST PERSON SHOOTER,01-Oct-00,2000,10,M,NO,No,No,Violent
SILENT SCOPE 2,1,0,0,1,SILENT SCOPE,,KONAMI DIGITAL ENT.,KONAMI,SHOOTER,1ST PERSON SHOOTER,01-Sep-01,2001,9,M,NO,No,No,Violent
SILENT SCOPE 3,1,0,0,1,SILENT SCOPE,,KONAMI DIGITAL ENT.,KONAMI,SHOOTER,1ST PERSON SHOOTER,01-Oct-02,2002,10,M,NO,No,No,Violent
SILENT SCOPE COMPLETE,1,0,1,0,SILENT SCOPE,,KONAMI DIGITAL ENT.,KONAMI,SHOOTER,1ST PERSON SHOOTER,01-Feb-04,2004,2,M,NO,No,No,Violent
SILPHEED: LOST PLANET,1,0,0,1,SILPHEED,,WORKING DESIGNS,GAME ARTS,SHOOTER,OTHER SHOOTER,01-Apr-01,2001,4,T,NO,No,No,Violent
SIMPSON'S SKATEBOARD,1,0,0,1,SIMPSONS,SIMPSONS,ELECTRONIC ARTS,THE CODE MONKEYS,SPORTS,EXTREME SPORTS,01-Nov-02,2002,11,T,NO,No,Yes,Non violent
